"2015年11月19日","19:04","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
"2015年11月19日","07:03","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月18日","20:41","Expense","Confirmed","","2015.11","","餐饮","","12.0","CNY","1.0"
"2015年11月18日","06:41","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月17日","18:41","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
"2015年11月17日","07:47","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月16日","06:46","Expense","Confirmed","","2015.11","","餐饮","","4.5","CNY","1.0"
"2015年11月15日","12:52","Expense","Confirmed","","2015.11","","餐饮","","15.0","CNY","1.0"
"2015年11月13日","18:56","Expense","Confirmed","","2015.11","","水果零食","","46.0","CNY","1.0"
"2015年11月12日","07:06","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月11日","20:06","Expense","Confirmed","","2015.11","","餐饮","","7.0","CNY","1.0"
"2015年11月11日","07:05","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月10日","19:05","Expense","Confirmed","","2015.11","","餐饮","","12.0","CNY","1.0"
"2015年11月10日","07:04","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月9日","07:30","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月8日","19:29","Expense","Confirmed","","2015.11","","餐饮","","6.7","CNY","1.0"
"2015年11月8日","12:29","Expense","Confirmed","","2015.11","","餐饮","","19.0","CNY","1.0"
"2015年11月6日","20:22","Expense","Confirmed","","2015.11","","餐饮","","10.0","CNY","1.0"
"2015年11月6日","07:22","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月4日","18:21","Expense","Confirmed","","2015.11","","餐饮","","13.0","CNY","1.0"
"2015年11月4日","07:27","Expense","Confirmed","","2015.11","","餐饮","","5.5","CNY","1.0"
"2015年11月3日","07:27","Expense","Confirmed","","2015.11","","餐饮","","5.0","CNY","1.0"
"2015年11月2日","18:27","Expense","Confirmed","","2015.11","","餐饮","","12.0","CNY","1.0"
"2015年11月2日","07:26","Expense","Confirmed","","2015.11","","餐饮","","4.5","CNY","1.0"
"2015年11月1日","19:09","Expense","Confirmed","","2015.11","","话费","联通","50.0","CNY","1.0"
"2015年11月1日","18:26","Expense","Confirmed","","2015.11","","餐饮","","17.0","CNY","1.0"
"2015年11月1日","12:07","Expense","Confirmed","","2015.11","","餐饮","","17.0","CNY","1.0"
"2015年11月1日","07:21","Expense","Confirmed","","2015.11","","话费","移动","50.0","CNY","1.0"
"2015年10月31日","12:08","Expense","Confirmed","","2015.10 ","","餐饮","","15.0","CNY","1.0"
"2015年10月30日","07:20","Expense","Confirmed","","2015.10 ","","餐饮","","4.0","CNY","1.0"
"2015年10月29日","07:20","Expense","Confirmed","","2015.10 ","","餐饮","","4.5","CNY","1.0"
"2015年10月28日","07:46","Expense","Confirmed","","2015.10 ","","餐饮","","8.5","CNY","1.0"
"2015年10月28日","07:20","Expense","Confirmed","","2015.10 ","","餐饮","","8.0","CNY","1.0"
"2015年10月27日","07:26","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月26日","18:21","Expense","Confirmed","","2015.10 ","","餐饮","","24.0","CNY","1.0"
"2015年10月26日","07:10","Expense","Confirmed","","2015.10 ","","餐饮","","4.5","CNY","1.0"
"2015年10月23日","18:06","Expense","Confirmed","","2015.10 ","","水果零食","","100.0","CNY","1.0"
"2015年10月21日","18:36","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月21日","07:36","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月20日","07:36","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月19日","07:35","Expense","Confirmed","","2015.10 ","","餐饮","","5.0","CNY","1.0"
"2015年10月18日","18:55","Expense","Confirmed","","2015.10 ","","餐饮","","4.7","CNY","1.0"
"2015年10月18日","15:56","Expense","Confirmed","","2015.10 ","","fair","","100.0","CNY","1.0"
"2015年10月18日","12:55","Expense","Confirmed","","2015.10 ","","餐饮","","10.0","CNY","1.0"
"2015年10月17日","18:55","Expense","Confirmed","","2015.10 ","","餐饮","","10.0","CNY","1.0"
"2015年10月16日","18:07","Expense","Confirmed","","2015.10 ","","水果零食","","29.0","CNY","1.0"
"2015年10月16日","07:40","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月15日","07:39","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月13日","20:20","Expense","Confirmed","","2015.10 ","","餐饮","","15.0","CNY","1.0"
"2015年10月12日","07:47","Expense","Confirmed","","2015.10 ","","餐饮","","4.5","CNY","1.0"
"2015年10月11日","19:46","Expense","Confirmed","","2015.10 ","","水果零食","","35.0","CNY","1.0"
